종목명,현재가,기준월,배당금,수익률(%),배당성향(%)
삼양옵틱스,"9,230",19.12,"1,000",10.83,74.18
"1,100"
"1,300"
"1,200"
유아이엘,"3,875",19.12,400,10.32,101.34
400
500
350
한국기업평가,"96,200",19.12,"8,618",8.96,188.86
"2,360"
"2,250"
"1,947"
씨엠에스에듀,"6,000",19.12,425,7.08,128.94
260
300
300
정상제이엘에스,"6,090",19.12,430,7.06,74.30
430
430
430
푸른저축은행,"8,050",19.12,550,6.83,27.46
550
550
500
에스텍,"9,100",19.12,600,6.59,29.34
500
500
500
네오티스,"3,850",19.12,250,6.49,192.99
250
350
350
에스에이엠티,"2,195",19.12,140,6.38,36.87
130
110
100
이베스트투자증권,"5,830",19.12,345,5.92,33.74
485
485
515
코엔텍,"9,130",19.12,540,5.91,111.43
400
25
25
인터엠,"1,790",19.09,100,5.59,-27.71
120
120
120
파커스,"2,745",19.12,150,5.46,-55.71
300
0
0
에스티오,"2,205",19.12,120,5.44,44.49
95
14
13
한국컴퓨터,"2,390",19.12,130,5.44,26.20
100
120
130
레드캡투어,"14,800",19.12,800,5.41,29.64
800
600
600
일진파워,"5,570",19.12,300,5.39,36.06
330
220
200
서호전기,"22,900",19.12,"1,200",5.24,40.29
500
900
700
오리콤,"4,375",19.12,220,5.03,42.04
220
220
220
한일네트웍스,"4,610",19.12,230,4.99,39.05
200
70
0
경남스틸,"1,820",19.12,90,4.95,48.51
70
70
30
플랜티넷,"5,060",19.12,250,4.94,82.59
150
150
150
한국캐피탈,515,19.12,25,4.85,31.05
18
12
18
인포바인,"18,650",19.12,900,4.83,21.77
950
"1,080"
900
GS홈쇼핑,"135,700",19.12,"6,500",4.79,35.40
"7,000"
"6,500"
"7,000"
피제이메탈,"2,100",19.12,100,4.76,117.42
100
100
90
코텍,"8,470",19.12,400,4.72,19.34
400
300
300
디지털대성,"6,400",19.12,300,4.69,39.01
200
200
160
케이씨에스,"4,715",19.12,220,4.67,93.32
200
90
70
금화피에스시,"28,200",19.12,"1,300",4.61,28.18
"1,300"
900
900
창해에탄올,"13,150",19.12,600,4.56,21.69
600
600
500
서원인텍,"6,620",19.12,300,4.53,44.64
300
300
660
청담러닝,"22,150",19.12,"1,000",4.51,85.01
800
800
800
고려신용정보,"5,540",19.12,250,4.51,52.49
220
200
175
케어젠,"62,300",19.12,"2,800",4.49,99.31
600
"1,200"
"1,000"
빅솔론,"4,250",19.12,190,4.47,33.22
180
150
159
진로발효,"30,600",19.12,"1,350",4.41,63.24
"1,200"
"1,100"
"1,210"
대창스틸,"2,300",19.12,100,4.35,-284.72
100
100
126
동원개발,"3,955",19.12,170,4.30,18.23
185
160
140
케이디켐,"11,700",19.12,500,4.27,26.01
500
500
550
코리아에셋투자증권,"7,140",20.03,300,4.20,29.63
250
250
370
현대통신,"7,170",19.12,300,4.18,23.70
300
200
130
메가스터디,"10,950",19.12,450,4.11,42.09
400
236
236
한양이엔지,"11,000",19.12,450,4.09,26.55
400
300
250
희림,"3,730",19.12,150,4.02,51.59
100
100
100
삼현철강,"3,795",19.12,150,3.95,35.38
150
150
150
하이록코리아,"12,700",19.12,500,3.94,52.81
500
400
400
와토스코리아,"5,280",19.12,200,3.79,45.74
200
189
131
쎌바이오텍,"16,400",19.12,600,3.66,60.03
600
550
550
KB오토시스,"6,290",19.12,230,3.66,24.74
280
250
300
영풍정밀,"8,240",19.12,300,3.64,37.56
250
200
180
동양에스텍,"2,755",19.12,100,3.63,50.26
100
150
100
동국산업,"3,600",19.12,130,3.61,49.37
130
150
150
광진윈텍,"2,785",19.12,100,3.59,44.74
50
30
30
토비스,"6,690",19.12,240,3.59,16.62
200
160
160
케이피에프,"4,475",19.12,160,3.58,34.31
160
150
150
원풍,"4,205",19.12,150,3.57,86.02
150
171
155
메가스터디교육,"31,100",19.12,"1,100",3.54,27.26
850
260
200
유진기업,"4,250",19.12,150,3.53,55.25
150
150
150
피에스텍,"4,345",19.12,150,3.45,113.10
75
75
75
상상인,"5,890",19.12,200,3.40,8.68
0
0
0
미래에셋벤처투자,"3,665",19.12,123,3.37,40.95
0
0
0
인터파크,"2,125",19.12,70,3.29,-76.22
50
50
50
파트론,"10,850",19.12,350,3.23,29.51
200
175
200
아바코,"9,400",19.12,300,3.19,20.81
200
0
200
현우산업,"3,135",19.12,100,3.19,66.67
100
100
80
금강철강,"3,195",19.12,100,3.13,37.64
100
100
100
참좋은여행,"5,490",19.12,170,3.10,9.80
170
200
150
이크레더블,"23,950",19.12,740,3.09,65.28
670
530
530
디아이티,"6,500",19.12,200,3.08,27.91
120
100
0
삼일기업공사,"3,275",19.12,100,3.05,37.69
100
90
90
골프존,"67,400",19.12,"2,050",3.04,79.31
"1,850"
"2,400"
"1,600"
흥국,"4,960",19.12,150,3.02,26.39
125
125
75
대유에이피,"6,730",19.12,200,2.97,27.28
200
0
0
에스에프에이,"35,900",19.12,"1,056",2.94,26.81
"1,278"
"1,245"
560
경동제약,"13,600",19.12,400,2.94,47.06
300
400
350
동국알앤에스,"2,760",19.12,80,2.90,66.14
80
80
80
디스플레이텍,"3,460",19.12,100,2.89,31.24
100
100
50
인지디스플레,"2,625",19.12,75,2.86,77.48
75
75
50
이글루시큐리티,"4,925",19.12,140,2.84,66.17
140
70
50
SBI핀테크솔루션즈,"6,950",20.03,195,2.81,48.18
185
137
101
브리지텍,"3,645",19.12,100,2.74,-24.77
100
100
200
에이스침대,"40,900",19.12,"1,100",2.69,17.52
"1,000"
660
660
마크로밀엠브레인,"8,180",20.06,220,2.69,-
140
200
213
네오팜,"28,150",19.12,750,2.66,30.48
650
500
350
이건홀딩스,"2,640",19.12,70,2.65,37.54
70
50
30
서희건설,"1,150",19.12,30,2.61,9.91
15
15
10
동일금속,"10,750",19.12,280,2.61,11.57
230
140
100
한국가구,"4,425",19.12,115,2.60,28.43
115
105
95
삼일,"1,925",19.12,50,2.60,20.03
50
50
50
딜리,"1,545",19.12,40,2.59,53.83
35
50
50
사람인에이치알,"22,500",19.12,580,2.58,25.12
390
60
120
서한,"1,175",19.12,30,2.55,30.73
40
40
30
세보엠이씨,"5,880",19.12,150,2.55,-18.52
300
250
200
한네트,"3,975",19.12,100,2.52,102.11
100
100
120
매커스,"3,980",19.12,100,2.51,26.92
120
120
100
코콤,"6,420",19.12,160,2.49,32.32
195
165
150
피제이전자,"5,620",19.12,140,2.49,42.99
185
180
161
레이언스,"12,050",19.12,300,2.49,17.56
100
100
300
우노앤컴퍼니,"4,035",19.12,100,2.48,-272.96
100
200
150
와이지-원,"4,860",19.12,120,2.47,271.22
200
200
170
KG ETS,"4,510",19.12,110,2.44,3.94
100
100
100
컴퍼니케이,"6,560",19.12,160,2.44,29.34
0
0
136
지에스이,"1,655",19.12,40,2.42,25.81
60
40
60
케이엘넷,"2,485",19.12,60,2.41,35.68
30
30
20
위닉스,"20,850",19.12,500,2.40,20.18
400
200
50
대원,"10,550",19.12,250,2.37,29.54
250
200
0
평화정공,"7,680",19.12,180,2.34,11.95
160
160
150
대원산업,"5,350",19.12,125,2.34,6.41
125
125
91
에스에이티,"2,145",19.12,50,2.33,14.09
50
50
0
화신정공,"1,295",19.12,30,2.32,30.45
20
20
20
대륙제관,"4,325",19.12,100,2.31,29.65
80
100
120
코리아에프티,"2,620",19.12,60,2.29,29.16
60
60
110
에이티넘인베스트,"2,185",19.12,50,2.29,35.56
50
60
35
나우IB,"6,570",19.12,150,2.28,48.13
150
0
250
아주IB투자,"1,540",19.12,35,2.27,25.21
25
25
25
성우하이텍,"3,550",19.12,80,2.25,16.28
80
141
188
플레이디,"9,900",19.12,220,2.22,30.14
0
0
250
흥구석유,"6,760",19.12,150,2.22,26.30
120
100
100
동성화인텍,"10,000",19.12,220,2.20,34.72
0
0
130
씨큐브,"7,750",19.12,170,2.19,25.63
119
103
95
팜스토리,"1,140",19.12,25,2.19,-53.91
0
0
0
오디텍,"4,560",19.12,100,2.19,52.17
100
100
130
국순당,"4,605",19.12,100,2.17,-33.03
260
170
50
삼진엘앤디,"3,495",19.12,75,2.15,313.97
75
0
0
리드코프,"7,010",19.12,150,2.14,9.66
150
200
150
파세코,"11,700",19.12,250,2.14,40.44
200
210
189
펌텍코리아,"15,450",19.12,330,2.14,19.57
0
0
0
코메론,"9,380",19.12,200,2.13,11.94
140
130
160
씨티케이코스메틱스,"14,200",19.12,300,2.11,27.47
200
320
140
선광,"16,600",19.12,350,2.11,42.10
400
350
400
이씨에스,"4,760",20.03,100,2.10,31.83
60
100
100
디와이피엔에프,"16,700",19.12,350,2.10,15.82
150
0
100
엘컴텍,"1,680",19.12,35,2.08,262.42
30
40
50
삼진,"9,620",19.12,200,2.08,9.90
100
150
120
엘엠에스,"12,050",19.12,250,2.08,15.36
150
150
150
피에스케이홀딩스,"7,240",19.12,150,2.07,6.33
400
400
250
제일테크노스,"4,350",19.12,90,2.07,17.85
100
80
60
휴비츠,"7,270",19.12,150,2.06,21.70
150
150
100
골프존뉴딘홀딩스,"5,690",19.12,117,2.06,-15.56
117
117
117
오로라,"9,730",19.12,200,2.06,54.38
150
110
100
멀티캠퍼스,"29,250",19.12,600,2.05,18.97
500
500
250
라이온켐텍,"7,110",19.12,146,2.05,24.99
163
244
163
중앙에너비스,"7,900",19.12,160,2.03,120.75
160
176
160
KCC건설,"7,450",19.12,150,2.01,11.37
130
130
100
세명전기,"3,990",19.12,80,2.01,35.65
80
80
80
코윈테크,"23,300",19.12,463,1.99,24.48
49
25
30
아이앤씨,"5,040",19.12,100,1.98,30.89
0
0
0
제룡산업,"5,060",19.12,100,1.98,39.29
100
100
75
대유,"12,650",19.12,250,1.98,46.07
220
167
167
KG모빌리언스,"10,150",19.12,200,1.97,32.28
200
200
181
CNH,"1,535",19.12,30,1.95,7.00
20
20
25
켐트로닉스,"15,350",19.12,300,1.95,26.26
0
0
0
푸드웰,"5,130",19.12,100,1.95,3.15
60
60
60
베뉴지,"1,545",19.12,30,1.94,33.66
30
30
30
백금T&A,"2,595",19.12,50,1.93,42.41
50
0
0
비즈니스온,"14,850",19.12,285,1.92,61.67
234
180
0
코위버,"10,450",19.12,200,1.91,9.06
150
100
70
이랜시스,"2,090",19.12,40,1.91,94.71
0
0
27
어보브반도체,"10,500",19.12,200,1.90,24.62
90
75
50
풍강,"3,160",19.08,60,1.90,52.47
40
80
70
나스미디어,"34,900",19.12,660,1.89,27.21
530
690
390
