종목명,현재가,기준월,배당금,수익률(%),배당성향(%)
베트남개발1,231,20.02,90,38.78,-
4
199
90
서울가스,"139,500",20.12,"16,750",12.01,49.66
"1,750"
"1,750"
"1,750"
한국패러랠,"2,020",20.12,235,11.63,-
165
200
205
한국ANKOR유전,"1,595",20.12,120,7.52,-
185
215
265
대신증권우,"16,850",20.12,"1,250",7.42,54.29
"1,050"
670
660
대신증권2우B,"16,550",20.12,"1,200",7.25,54.29
"1,000"
620
610
메리츠증권,"4,475",20.12,320,7.15,39.89
200
200
200
유수홀딩스,"7,030",20.12,500,7.11,15.62
0
0
0
메리츠화재,"18,300",20.12,"1,280",6.99,35.04
850
820
"1,140"
NH투자증권우,"11,000",20.12,750,6.82,36.51
550
550
550
동부건설,"13,550",20.12,900,6.64,46.48
700
300
0
대신증권,"18,800",20.12,"1,200",6.38,54.29
"1,000"
620
610
신영증권,"63,700",21.03,"4,000",6.28,17.56
"2,500"
"2,750"
"2,750"
신영증권우,"64,600",21.03,"4,050",6.27,17.56
"2,550"
"2,800"
"2,800"
대동전자,"8,060",20.03,500,6.20,97.78
0
0
0
동아타이어,"12,950",20.12,800,6.18,82.38
500
300
0
KT&G,"83,900",20.12,"4,800",5.72,50.83
"4,400"
"4,000"
"4,000"
맥쿼리인프라,"12,600",20.12,719,5.71,-
698
621
249
NH투자증권,"12,550",20.12,700,5.58,36.51
500
500
500
부국증권우,"22,550",20.12,"1,250",5.54,17.89
"1,250"
"1,250"
"1,250"
삼성화재우,"163,000",20.12,"8,805",5.40,49.55
"8,505"
"11,505"
"10,005"
삼성카드,"33,550",20.12,"1,800",5.36,48.16
"1,600"
"1,600"
"1,500"
아이마켓코리아,"11,300",20.12,600,5.31,88.38
600
450
350
현대중공업지주,"70,700",20.12,"3,700",5.23,-42.92
"3,700"
"3,700"
0
예스코홀딩스,"38,300",20.12,"2,000",5.22,-12.62
"1,750"
"1,500"
"1,500"
쌍용C&E,"8,450",20.12,440,5.21,160.42
420
370
214
JB금융지주,"7,190",20.12,374,5.20,20.00
300
180
100
GS우,"37,900",20.12,"1,950",5.14,-74.16
"1,950"
"1,950"
"1,850"
교보증권,"8,770",20.12,450,5.13,20.70
400
350
300
맵스리얼티1,"4,895",20.12,250,5.11,-
247
212
226
진양홀딩스,"3,345",20.12,170,5.08,35.78
170
150
140
삼성증권,"43,750",20.12,"2,200",5.03,38.69
"1,700"
"1,400"
"1,000"
현대차증권,"13,550",20.12,675,4.98,28.16
600
450
400
한국쉘석유,"281,500",20.12,"14,000",4.97,86.62
"16,000"
"19,000"
"17,000"
한국전력,"24,550",20.12,"1,216",4.95,39.20
0
0
790
효성,"101,500",20.12,"5,000",4.93,-188.64
"5,000"
"5,000"
"5,000"
에이리츠,"13,800",20.12,674,4.89,42.57
373
277
86
한화3우B,"15,350",20.12,750,4.89,30.61
750
595
646
메리츠금융지주,"18,650",20.12,900,4.83,24.19
550
470
520
디티알오토모티브,"41,950",20.12,"2,000",4.77,37.53
"1,500"
"1,000"
700
부국증권,"25,300",20.12,"1,200",4.74,17.89
"1,200"
"1,200"
"1,200"
화성산업,"13,800",20.12,650,4.71,23.70
500
930
890
코리안리,"9,630",20.12,450,4.67,32.40
500
275
300
조선내화,"90,100",20.12,"4,200",4.66,40.04
"4,000"
"4,000"
"3,500"
한국자산신탁,"4,730",20.12,220,4.65,20.71
182
166
151
한라홀딩스,"43,150",20.12,"2,000",4.64,45.95
"2,000"
"2,000"
"1,350"
케이탑리츠,"1,760",20.12,80,4.55,33.14
24
19
19
기업은행,"10,400",20.12,471,4.53,24.28
670
690
617
한양증권,"16,650",20.12,750,4.51,18.65
350
250
350
지투알,"6,810",20.12,300,4.41,53.79
300
250
250
한솔제지,"15,950",20.12,700,4.39,28.08
600
600
600
휴켐스,"22,800",20.12,"1,000",4.39,77.38
"1,000"
"1,200"
"1,500"
DB손해보험,"50,200",20.12,"2,200",4.38,23.64
"1,500"
"2,000"
"2,300"
DGB금융지주,"8,920",20.12,390,4.37,19.85
410
360
340
인천도시가스,"28,600",20.12,"1,250",4.37,45.26
"1,250"
"1,250"
"1,250"
KPX홀딩스,"71,400",20.12,"3,100",4.34,9.01
"2,600"
"2,600"
"3,850"
BNK금융지주,"7,440",20.12,320,4.30,19.99
360
300
230
에이플러스에셋,"8,200",20.12,350,4.27,36.51
15
15
15
유화증권우,"2,820",20.12,120,4.26,130.49
130
160
130
미래에셋증권2우B,"4,735",20.12,200,4.22,15.83
260
220
0
KT,"32,400",20.12,"1,350",4.17,49.62
"1,100"
"1,100"
"1,000"
GS,"45,600",20.12,"1,900",4.17,-74.16
"1,900"
"1,900"
"1,800"
DB금융투자,"7,230",20.12,300,4.15,12.89
250
250
100
세아특수강,"16,900",20.12,700,4.14,-105.13
900
900
750
KPX케미칼,"66,500",20.12,"2,750",4.14,20.67
"2,500"
"2,000"
"2,000"
현대해상,"24,200",20.12,"1,000",4.13,23.93
880
"1,130"
"1,500"
동방아그로,"8,990",20.12,370,4.12,66.04
250
250
250
하나금융지주,"45,000",20.12,"1,850",4.11,20.45
"2,100"
"1,900"
"1,550"
삼성화재,"215,000",20.12,"8,800",4.09,49.55
"8,500"
"11,500"
"10,000"
E1,"54,000",20.12,"2,200",4.07,21.10
"2,200"
"2,000"
"2,000"
삼성전자우,"73,600",20.12,"2,995",4.07,77.95
"1,417"
"1,417"
851
