종목명,현재가,기준월,배당금,수익률(%),배당성향(%)
베트남개발1,282,20.02,90,31.76,-
4
199
90
동양고속,"26,850",19.12,"4,700",17.50,38.41
"1,000"
635
153
두산우,"40,350",19.12,"5,250",13.01,23.78
"5,250"
"5,150"
"5,150"
웅진씽크빅,"2,660",19.12,310,11.67,-29.05
0
122
0
대동전자,"4,285",20.03,500,11.67,97.78
0
0
0
한국ANKOR유전,"1,675",19.12,185,11.05,-
215
265
295
대신증권우,"9,520",19.12,"1,050",11.03,72.88
670
660
600
대신증권2우B,"9,270",19.12,"1,000",10.79,72.88
620
610
550
두산,"49,550",19.12,"5,200",10.49,23.78
"5,200"
"5,100"
"5,100"
대신증권,"10,650",19.12,"1,000",9.39,72.88
620
610
550
AJ네트웍스,"3,225",19.12,300,9.30,30.56
100
86
60
한국패러랠,"1,915",19.12,165,8.62,-
200
205
80
세아특수강,"10,650",19.12,900,8.45,69.02
900
750
750
기업은행,"8,040",19.12,670,8.33,23.83
690
617
480
우리금융지주,"8,420",19.12,700,8.31,27.00
-
-
-
현대중공업지주,"225,500",19.12,"18,500",8.20,156.15
"18,500"
0
-
유성기업,"2,470",19.12,200,8.10,29.50
100
120
120
천일고속,"65,300",19.12,"5,000",7.66,648.34
"6,000"
"15,300"
"8,000"
DGB금융지주,"5,460",19.12,410,7.51,21.18
360
340
300
아이마켓코리아,"8,020",19.12,600,7.48,121.70
450
350
450
하나금융지주,"28,250",19.12,"2,100",7.43,25.78
"1,900"
"1,550"
"1,050"
동양생명,"3,130",19.12,230,7.35,31.11
100
360
200
태경산업,"5,060",19.12,370,7.31,51.77
220
200
200
금호산업,"6,900",19.12,500,7.25,150.62
500
500
300
쌍용양회,"5,940",19.12,420,7.07,161.94
370
214
32
BNK금융지주,"5,140",19.12,360,7.00,20.87
300
230
230
한전KPS,"27,950",19.12,"1,920",6.87,56.35
"1,790"
"1,470"
680
대교우B,"2,635",19.12,180,6.83,87.81
220
250
250
제이에스코퍼레이션,"7,360",19.12,500,6.79,77.40
450
300
250
NH투자증권우,"8,120",19.12,550,6.77,31.70
550
550
450
한국쉘석유,"240,000",19.12,"16,000",6.67,98.92
"19,000"
"17,000"
"19,000"
한라홀딩스,"30,000",19.12,"2,000",6.67,51.01
"2,000"
"1,350"
"1,250"
SJM홀딩스,"2,630",19.12,175,6.65,48.20
150
200
200
코리안리,"7,530",19.12,500,6.64,30.44
275
300
325
효성,"75,600",19.12,"5,000",6.61,98.04
"5,000"
"5,000"
"5,000"
GS우,"29,650",19.12,"1,950",6.58,33.08
"1,950"
"1,850"
"1,650"
DB금융투자,"3,810",19.12,250,6.56,21.34
250
100
0
신한지주,"28,350",19.12,"1,850",6.53,25.97
"1,600"
"1,450"
"1,450"
부국증권우,"19,300",19.12,"1,250",6.48,39.42
"1,250"
"1,250"
"1,250"
JB금융지주,"4,635",19.12,300,6.47,17.05
180
100
50
동부건설,"10,850",19.12,700,6.45,25.82
300
0
0
코리아오토글라스,"14,000",19.12,900,6.43,54.50
800
700
400
메리츠화재,"13,250",19.12,850,6.41,31.54
820
"1,140"
830
디티알오토모티브,"23,400",19.12,"1,500",6.41,19.90
"1,000"
700
350
맥쿼리인프라,"11,050",19.12,700,6.34,-
622
250
400
한전산업,"3,590",19.12,227,6.32,42.78
169
198
218
맵스리얼티1,"3,950",19.12,247,6.25,-
212
226
214
삼성화재우,"137,000",19.12,"8,505",6.21,56.20
"11,505"
"10,005"
"6,105"
에이리츠,"6,720",19.12,415,6.17,19.99
308
96
592
메리츠증권,"3,255",19.12,200,6.14,24.73
200
200
200
태림포장,"4,725",19.09,290,6.14,107.38
233
8
8
진양홀딩스,"2,800",19.12,170,6.07,61.59
150
140
140
교보증권,"6,650",19.12,400,6.01,16.73
350
300
170
한국토지신탁,"1,835",19.12,110,5.99,24.30
110
100
75
메리츠금융지주,"9,240",19.12,550,5.95,18.61
470
520
300
KPX홀딩스,"43,900",19.12,"2,600",5.92,30.93
"2,600"
"3,850"
"2,100"
지투알,"5,070",19.12,300,5.92,31.87
250
250
250
두산2우B,"88,500",19.12,"5,200",5.88,23.78
"5,200"
"5,100"
"5,100"
현대차증권,"10,250",19.12,600,5.85,29.98
450
400
400
KB금융,"37,750",19.12,"2,210",5.85,26.00
"1,920"
"1,920"
"1,250"
부국증권,"20,550",19.12,"1,200",5.84,39.42
"1,200"
"1,200"
"1,200"
한일시멘트,"80,600",19.12,"4,700",5.83,48.10
"4,500"
-
-
GS,"32,650",19.12,"1,900",5.82,33.08
"1,900"
"1,800"
"1,600"
미래에셋대우2우B,"4,520",19.12,260,5.75,27.63
220
0
0
S&T중공업,"5,220",19.12,300,5.75,48.22
195
0
0
KTB투자증권,"2,610",19.12,150,5.75,58.50
0
0
0
대현,"1,785",19.12,100,5.60,26.61
80
50
50
한화3우B,"13,400",19.12,750,5.60,72.88
595
646
680
미래에셋대우우,"5,120",19.12,286,5.59,27.63
242
242
55
삼성카드,"28,850",19.12,"1,600",5.55,49.62
"1,600"
"1,500"
"1,500"
모두투어리츠,"3,040",19.12,168,5.53,48.23
82
76
109
삼성증권,"31,100",19.12,"1,700",5.47,38.74
"1,400"
"1,000"
630
조선내화,"73,400",19.12,"4,000",5.45,53.38
"4,000"
"3,500"
"3,500"
무림P&P,"3,225",19.12,175,5.43,108.01
250
150
125
아주캐피탈,"12,000",19.12,650,5.42,36.05
480
"1,653"
350
NH투자증권,"9,290",19.12,500,5.38,31.70
500
500
400
유화증권,"2,230",19.12,120,5.38,120.82
150
120
170
신영증권우,"47,800",20.03,"2,550",5.34,105.12
"2,800"
"2,800"
"2,500"
신영증권,"47,000",20.03,"2,500",5.32,105.12
"2,750"
"2,750"
"2,450"
유화증권우,"2,450",19.12,130,5.31,120.82
160
130
180
KT&G,"83,300",19.12,"4,400",5.28,53.74
"4,000"
"4,000"
"3,600"
KPX케미칼,"47,500",19.12,"2,500",5.26,29.17
"2,000"
"2,000"
"2,000"
